geometry,amenity,bus,check_date,name,public_transport,wheelchair,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,description,phone,website,attribution,jurisdiction,source_url,office,source:url,location,operator,operator:type,region,type,ele,gnis:feature_id,grades,massgis:school_id,drinking_water,access,fee,layer,parking,brand,brand:wikidata,cash_in,indoor,operator:wikidata,cuisine,opening_hours,toilets,toilets:access,wikidata,bicycle_parking,capacity,check_date:capacity,covered,fountain,lit,created_by,atm,drive_through,compressed_air,fuel:diesel,fuel:octane_87,fuel:octane_89,fuel:octane_93,payment:cash,payment:credit_cards,payment:debit_cards,self_service,air_conditioning,source,opening_hours:office,short_name,start_date,was:gnis:feature_id,old_name,wikipedia,contact:facebook,contact:instagram,contact:linkedin,contact:youtube,denomination,email,religion,operator:short,operator:website,operator:wikipedia,collection_times,ref,alt_name,contact:email,contact:phone,level,name:etymology,name:etymology:wikidata,name:etymology:wikipedia,full_name,check_date:opening_hours,opening_hours:signed,not:name,building,healthcare,check_date:collection_times,colour,material,recycling:cans,recycling:glass_bottles,recycling:paper,recycling:plastic,recycling:plastic_bottles,recycling:plastic_packaging,recycling_type,backrest,internet_access,outdoor_seating,brand:website,dispensing,diet:vegan,diet:vegetarian,smoking,toilets:female,toilets:male,toilets:unisex,toilets:wheelchair,branch,delivery,takeaway,fax,maxheight,contact:website,indoor_seating,reservation,disused,cost:coffee,official_name,addr:country,addr:place,recycling:beverage_cartons,drink:beer,instagram,live_music,min_age,bottle,direction,currency:USD,height,support,contact:twitter,facebook,twitter,url,surface,payment:visa,addr:unit,sport,drive_in,seats,entrance,exit,oneway,bench,bin,highway,network,network:wikidata,network:wikipedia,shelter,shelter_type,tactile_paving,note,website:menu,bicycle_rental,charge,generator:method,generator:output:electricity,generator:source,generator:type,payment:mobile_app,supervised,payment:apple_pay,payment:mastercard,payment:snap,payment:wic,self_checkout,amenity_1,contact:tty,healthcare:speciality,urgent_care,internet_access:fee,name:en,designation,fixme:atp,canoe_rental,kayak_rental,studio,contact:yelp,other,source:website,payment:app,rental,bar,name:ja,service:bicycle:chain_tool,service:bicycle:pump,service:bicycle:tools,service:bicycle:stand,check_date:service:bicycle:pump,recycling:glass,brand:en,brand:zh,name:zh,toilets:disposal,toilets:menstrual_products,unisex,shop,food,ref:signed,waste,changing_table,internet_access:ssid,toilets:charge,toilets:description,toilets:fee,toilets:handwashing,toilets:paper_supplied,social_facility,social_facility:for,source:opening_hours,public_bookcase:type,isced:level,length,width,payment:american_express,payment:discover_card,ele:msl,ele:source,toilets:gender_segregated,toilets:hands_drying,toilets:handwashing:soap,toilets:level,toilets:position,currency:others,opening_hours:covid19,parcel_mail_in,parcel_pickup,addr:floor,not:brand:wikidata,school,lgbtq,brand:short,opening_hours:kitchen,nursery,preschool,diet:kosher,mapillary,theme,display,date,faces,visibility,seasonal,contact:tiktok,diet:gluten_free,diet:meat,authentication:app,bicycle,frequency,hgv,maxstay,motorcar,network:website,payment:app:tesla,ref:supercharge_info,scooter,socket:nacs,socket:nacs:output,armrest,socket:device:USB-A,brewery,artwork_type,tourism,survey:date,brand:ja,craft,communication:mobile,lockable,man_made,manufacturer,monitoring:trash,recycling:waste,dog,service:bicycle:bike,service:bicycle:diy,service:bicycle:repair,service:bicycle:screwdriver,service:bicycle:service,service:bicycle:wrench,boat,door,window,inscription,max_age,foot,vehicle,check_date:recycling,recycling:clothes,socket:type1_cable,diet:non-vegetarian,diet:pescetarian,research,service:bicycle:chaintool,service:bicycle:cleaning,service:bicycle:parts,fuel,locked,microbrewery,image,device_charging,vending,diet:halal,parking_space,fixme,service:bicycle:Bicycle_Sales_and_Service,service:bicycle:rental,service:bicycle:retail,service:bicycle:sales,service:bicycle:second_hand,service:bicycle:spare_parts,service_times,payment:care_credit,payment:cheque,recycling:shoes,recycling:textiles,payment:account_cards,payment:coins,payment:contactless,toilets:num_chambers,trash,portable,street_vendor,level:ref,female,gender_segregated,male,shower,addr:suburb,polling_station,toilets:fee:conditional,recycling:green_waste,website:orders,post:city,post:housenumber,post:postcode,post:state,post:street,payment:venmo,subject,subject:wikidata,architect,building:levels,roof:colour,year_of_construction,roof:levels,roof:shape,source_ref,addr:housename,name:tr,architect:wikidata,architect:wikipedia,ref:isil,building:architecture,heritage,heritage:operator,heritage:website,historic,nrhp:criteria,nrhp:inscription_date,ref:nrhp,opening_hours:drive_through,comment,building:use,baby_hatch,name:el,massgis:ARTICLE97,massgis:ASSESS_ACR,massgis:ATT_DATE,massgis:DCAM_ID,massgis:DEED_ACRES,massgis:EOEAINVOLV,massgis:FEESYM,massgis:FEE_OWNER,massgis:FY_FUNDING,massgis:GRANTPROG1,massgis:GRANTTYPE1,massgis:LEV_PROT,massgis:MANAGER,massgis:MANAGR_ABR,massgis:MANAGR_TYP,massgis:OS_DEED_BO,massgis:OS_DEED_PA,massgis:OS_ID,massgis:OWNER_ABRV,massgis:OWNER_TYPE,massgis:POLY_ID,massgis:PRIM_PURP,massgis:PROJ_ID1,massgis:PUB_ACCESS,massgis:SITE_NAME,massgis:TOWN_ID,owner,ownership,protected,social_centre:for,capacity:disabled,massgis:SOURCE_MAP,community_centre:for,contact:housenumber,contact:street,source:service_times,wheelchair:description,park_ride,name:signed,check_date:fee,building:part,emergency,emergency_room,building:material,not:operator:wikidata,beds,leisure,weather_protection,fee:conditional,area,landuse,private,wall,theatre,smoothness,orientation,parking:orientation,contact:pobox,theatre:type,disused:amenity,capacity:charging,elevator,bench:type,name:et,name:he,name:uk,name:vi,short_name:zh,aerospace:product,faculty,owner:wikidata,name:ar,name:az,name:ba,name:be,name:bg,name:bn,name:br,name:ca,name:cs,name:cv,name:cy,name:da,name:eo,name:es,name:eu,name:fa,name:fi,name:fr,name:ga,name:gd,name:gl,name:hi,name:hr,name:hu,name:hy,name:id,name:is,name:it,name:jv,name:ka,name:kk,name:kn,name:ko,name:ku,name:la,name:lb,name:lt,name:lv,name:mk,name:mr,name:ms,name:my,name:nl,name:oc,name:pt,name:qu,name:ro,name:ru,name:sa,name:sl,name:sq,name:sr,name:sw,name:ta,name:te,name:th,name:tt,name:ug,name:ur,name:yi,name:yo
"POLYGON ((-71.1013672 42.3582555, -71.101221 42.3582982, -71.1007292 42.358002, -71.1009919 42.3578429, -71.1010743 42.3579764, -71.101618 42.3576976, -71.101736 42.3578264, -71.1013064 42.3580413, -71.1014601 42.358209, -71.1013672 42.3582555))",parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-71.1007161 42.3573086, -71.1001018 42.3576119, -71.1001169 42.3576286, -71.1007312 42.3573253, -71.1007161 42.3573086))",parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-71.1012606 42.3570406, -71.1008877 42.3572224, -71.1009063 42.3572432, -71.1012767 42.3570625, -71.1012606 42.3570406))",parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-71.1020015 42.3566759, -71.1013216 42.3570118, -71.1013363 42.357028, -71.1020162 42.3566921, -71.1020015 42.3566759))",parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-71.1023026 42.356552, -71.1021698 42.3566164, -71.1021553 42.3566001, -71.1022881 42.3565357, -71.1023026 42.356552))",parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-71.1042606 42.3553811, -71.1039401 42.3547681, -71.1040211 42.3547449, -71.1039074 42.3545274, -71.10389 42.3544942, -71.1038791 42.3544733, -71.1037981 42.3544965, -71.1037293 42.354365, -71.1038044 42.3543435, -71.1039675 42.3542969, -71.1039967 42.3543528, -71.1040175 42.3543469, -71.1040825 42.3543283, -71.1042243 42.354285, -71.1044281 42.354688, -71.1042439 42.3547397, -71.1045114 42.3552929, -71.1044505 42.3553119, -71.1044503 42.3553258, -71.1043084 42.3553675, -71.1042606 42.3553811))",parking,,,,,,,,,,,,,,,,,,,,Massachusetts Institute of Technology,university,,,,,,,,private,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-71.1042523 42.3554392, -71.104205 42.3553842, -71.1038254 42.3555699, -71.1038568 42.3556255, -71.1038657 42.3556412, -71.1042523 42.3554392))",parking,,,,,,,,,,,,,,,,,,,,Massachusetts Institute of Technology,,,,,,,,,private,,,surface,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-71.1054448 42.3553518, -71.1052919 42.3554331, -71.1052537 42.3554316, -71.1051947 42.3554579, -71.1050847 42.3552388, -71.1052651 42.3551477, -71.1054448 42.3553518))",parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-71.1137959 42.3564985, -71.1133164 42.3562081, -71.1134633 42.3560756, -71.1139428 42.356366, -71.1137959 42.3564985))",parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-71.1147796 42.3589195, -71.1143142 42.3590018, -71.1142948 42.3589305, -71.1141828 42.3585182, -71.1146535 42.3584458, -71.1147796 42.3589195))",parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,yes,,multi-storey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-71.1155386 42.3633734, -71.1155976 42.3637876, -71.1154476 42.3637992, -71.1154561 42.3638589, -71.1153026 42.3638709, -71.1152351 42.363397, -71.1155386 42.3633734))",parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-71.1145248 42.3631469, -71.1137992 42.3632173, -71.1137698 42.3630514, -71.1140178 42.3630274, -71.1139799 42.3628137, -71.1141059 42.3628015, -71.1140936 42.3627323, -71.114445 42.3626982, -71.1145248 42.3631469))",parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-71.1082048 42.366411, -71.1080077 42.3666047, -71.1081696 42.3666947, -71.1083668 42.366501, -71.1082048 42.366411))",parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-71.1066283 42.366521, -71.1064681 42.3664298, -71.1066029 42.3663004, -71.1067632 42.3663915, -71.1066283 42.366521))",parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-71.1004941 42.3654914, -71.1008602 42.3651416, -71.1006846 42.3650366, -71.100482 42.3652216, -71.1003893 42.3651661, -71.1002514 42.365292, -71.1004941 42.3654914))",parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-71.1216407 42.3887215, -71.121752 42.3883724, -71.1215833 42.388343, -71.1215582 42.3884218, -71.1213759 42.3883901, -71.1213212 42.3885618, -71.1215213 42.3885966, -71.1214899 42.3886953, -71.1216407 42.3887215))",parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-71.1298428 42.3899409, -71.1294714 42.3898676, -71.1294129 42.3900292, -71.1296978 42.3900855, -71.1298428 42.3899409))",parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
